ip_proto,port_src,port_dst,size_pkt1,size_pkt2,size_pkt3,size_pkt4,size_pkt5,size_pkt6,size_pkt7,tot_size,Elephant
17,7001,7000,86,107,107,86,107,86,107,91648,0
17,7001,7000,134,1486,1486,1486,1486,1486,1486,1374096,1
17,7001,7000,86,107,86,107,86,107,86,92194,0
17,7001,7000,86,107,510,107,86,107,86,92163,0
17,7001,7000,86,510,107,86,107,86,107,91896,0
17,7000,7001,190,190,190,190,1350,190,190,1363350,1
17,7001,7000,86,107,107,86,107,86,107,92202,0
17,7000,7001,108,107,107,107,107,107,107,100765,1
17,7001,7000,86,107,86,107,86,107,86,92194,0
17,7000,7001,190,107,107,107,107,108,107,102134,1
17,7001,7000,86,107,107,86,107,86,107,92223,0
17,7000,7001,94,108,107,107,107,107,107,101327,1
17,7001,7000,86,107,86,107,86,107,86,91923,0
17,7001,7000,86,107,107,86,107,86,107,92614,0
17,7001,7000,86,107,107,86,107,86,107,91726,0
17,7001,7000,86,107,107,86,107,86,107,92582,0
17,7001,7000,86,107,86,107,102,108,108,100718,1
17,7001,7000,86,107,107,86,107,86,107,92108,0
17,7001,7000,86,107,86,107,438,108,108,764601,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1361578,1
17,7000,7001,190,108,107,107,107,107,107,101041,1
17,7001,7000,86,107,107,86,107,86,107,91751,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1359351,1
17,7000,7001,108,107,107,107,107,107,107,101243,1
17,7000,7001,286,178,108,107,107,107,107,101173,1
17,7001,7000,86,510,107,86,107,86,107,92297,0
17,7001,7000,86,107,134,107,110,107,1486,1363207,1
17,7001,7000,86,107,107,86,107,86,107,91915,0
17,7001,7000,86,107,107,86,107,86,107,91923,0
17,7001,7000,86,107,107,86,107,86,107,91915,0
17,7000,7001,70,70,70,70,70,70,70,418019,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1351611,1
17,7002,7000,86,86,102,102,86,86,102,87506,0
17,7001,7000,86,107,107,86,107,86,107,91858,0
17,7000,7001,190,1486,1118,542,190,881,1486,997902,1
17,7001,7000,86,107,107,86,107,86,107,91829,0
17,7001,7000,86,107,107,86,107,86,107,92170,0
17,7001,7000,86,107,86,107,86,107,86,91816,0
17,7001,7000,86,107,107,86,107,102,107,100223,1
17,7001,7000,86,107,107,86,107,86,107,91722,0
17,7001,7000,86,365,510,107,134,107,110,1368860,1
17,7000,7001,86,107,190,1486,1486,1486,1486,999511,1
17,7001,7000,86,107,107,86,107,86,107,91722,0
17,7001,7000,86,510,107,86,107,86,107,92146,0
17,7001,7000,86,510,107,86,107,86,107,92167,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1377564,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1125431,1
17,7001,7000,86,107,86,107,86,107,86,91623,0
17,7001,7000,86,107,86,107,86,107,86,91615,0
17,7001,7000,86,107,510,107,86,107,86,91573,0
17,7001,7000,86,107,107,86,107,86,107,91623,0
17,7001,7000,86,107,1486,1486,1486,1486,1486,1311398,1
17,7001,7000,86,107,107,86,107,86,107,91558,0
17,7001,7000,86,107,510,107,86,107,86,92156,0
17,7001,7000,86,107,107,86,107,86,107,91529,0
17,7001,7000,1486,1486,1486,1486,1486,1486,358,1253025,1
17,7001,7000,86,107,102,108,107,86,107,97771,0
17,7001,7000,86,107,107,86,107,86,107,91553,0
17,7000,7001,1486,606,286,178,108,107,107,101651,1
17,7000,7001,108,108,107,107,107,107,107,100448,1
17,7001,7000,86,107,86,107,86,107,86,91420,0
17,7001,7000,86,107,107,86,107,86,107,91027,0
17,7000,7001,108,190,1486,1486,1486,1486,1486,1113191,1
17,7001,7000,86,107,510,107,86,107,86,91846,0
17,7000,7001,108,74,107,190,190,190,108,154720,1
17,7001,7000,86,107,510,107,86,107,86,91672,0
17,7001,7000,86,107,86,107,86,107,86,91061,0
17,7000,7001,94,1486,1486,1486,1486,1486,1486,1004759,1
17,7001,7000,86,107,107,86,107,86,107,91768,0
17,7001,7000,86,107,510,107,86,107,86,91739,0
17,7001,7000,86,107,510,107,86,107,86,91357,0
17,7001,7000,86,107,510,107,86,107,86,91768,0
17,7001,7000,134,107,110,1486,1486,1486,1486,1329397,1
17,7001,7000,86,107,86,107,86,107,86,91378,0
17,7001,7000,86,107,86,107,86,107,86,91336,0
17,7001,7000,86,107,107,86,107,86,107,91739,0
17,7001,7000,86,107,107,86,107,86,107,91781,0
17,7001,7000,86,107,86,107,86,107,86,91365,0
17,7001,7000,86,107,510,107,107,86,107,90912,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1338550,1
17,7001,7000,86,107,134,107,110,107,1486,1283509,1
17,7001,7000,86,107,510,107,86,107,86,91695,0
17,7001,7000,86,107,107,86,107,86,107,1337696,1
17,7001,7000,86,107,107,86,107,86,107,91143,0
17,7001,7000,86,107,107,86,107,86,107,91059,0
17,7001,7000,86,107,86,107,86,107,86,91172,0
17,7001,7000,86,107,510,107,86,107,86,91172,0
17,7001,7000,86,510,107,86,107,86,107,91546,0
17,7001,7000,86,107,107,86,107,86,107,91143,0
17,7001,7000,86,107,510,107,86,107,86,90612,0
17,7001,7000,86,107,107,86,107,86,107,89411,0
17,7000,7001,190,190,108,286,178,108,107,101712,1
17,7001,7000,86,107,102,107,126,107,86,896771,1
17,7001,7000,86,107,107,86,107,86,107,90654,0
17,7001,7000,86,107,107,86,107,86,107,90885,0
17,7001,7000,1478,1478,1478,1478,1478,1478,1478,228476,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1349299,1
17,7001,7000,86,107,107,86,107,86,107,90721,0
17,7000,7001,108,107,107,107,107,107,107,101386,1
17,7001,7000,86,107,107,86,107,86,107,90950,0
17,7000,7001,190,190,178,108,107,107,107,101395,1
17,7001,7000,86,107,107,86,107,86,107,90950,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1365212,1
17,7001,7000,102,108,108,108,109,107,109,187994,1
17,7001,7000,86,107,510,107,86,107,86,91777,0
17,7001,7000,86,510,107,86,107,102,107,99507,0
17,7001,7000,86,107,86,107,86,107,86,90576,0
17,7001,7000,86,107,86,107,86,107,86,90746,0
17,7001,7000,86,107,107,86,107,86,107,90822,0
17,7001,7000,86,107,107,86,107,86,510,92381,0
17,7001,7000,86,107,107,86,107,107,86,90864,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1343259,1
17,7000,7001,190,1486,830,1486,1486,150,486,1337515,1
17,7000,7002,342,342,107,107,86,86,107,143115,1
17,7000,7001,190,108,107,107,107,107,107,100541,1
17,7000,7001,108,107,107,107,107,107,107,99519,0
17,7000,7001,190,1486,830,190,1486,1486,1462,1345842,1
17,7000,7001,107,108,110,114,111,107,107,98688,0
17,7001,7000,86,107,107,86,107,86,107,90765,0
17,7001,7000,86,107,86,107,86,107,86,90658,0
17,7001,7000,86,107,86,107,86,107,86,90692,0
17,7000,7001,70,70,70,1486,830,1486,830,766593,1
17,7001,7000,86,107,102,108,108,107,86,92379,0
17,7001,7000,86,107,107,86,107,86,107,90755,0
17,7001,7000,86,107,107,86,107,86,107,90593,0
17,7000,7002,342,342,107,107,86,86,342,143988,1
17,7000,7001,108,108,109,111,113,115,117,100227,1
17,7001,7000,86,107,107,86,107,86,107,90522,0
17,7001,7000,86,107,107,86,107,86,107,90889,0
17,7001,7000,86,107,86,107,86,107,86,90541,0
17,7001,7000,86,107,107,86,107,86,107,90889,0
17,7001,7000,86,107,86,107,86,107,86,96945,0
17,7001,7000,86,107,510,107,86,107,86,91198,0
17,7001,7000,86,510,107,86,107,86,107,90824,0
17,7001,7000,102,108,108,109,109,107,108,592842,1
17,7001,7000,86,107,510,107,86,107,86,90824,0
17,7001,7000,86,107,107,86,107,107,107,90803,0
17,7001,7000,86,107,86,107,86,107,86,89913,0
17,7001,7000,86,107,510,107,86,107,86,91078,0
17,7001,7000,86,107,107,86,107,86,107,90272,0
17,7001,7000,86,107,86,107,86,107,86,88700,0
17,7001,7000,107,86,107,86,107,86,107,90178,0
17,7001,7000,86,107,107,86,107,86,107,90186,0
17,7001,7000,86,107,107,86,107,86,107,90165,0
17,7002,7000,86,86,102,102,102,102,86,87644,0
17,7001,7000,86,107,86,107,86,107,86,90228,0
17,7001,7000,138,107,173,107,114,107,130,1174404,1
17,7000,7001,108,1062,190,190,190,190,178,1328062,1
17,7001,7000,86,107,107,86,107,86,107,90186,0
17,7001,7000,86,107,107,86,107,86,107,90079,0
17,7001,7000,86,107,107,86,107,86,107,95086,0
17,7001,7000,86,107,86,107,86,107,86,90071,0
17,7001,7000,86,107,510,107,86,107,86,90380,0
17,7001,7000,86,107,86,107,86,107,86,90524,0
17,7001,7000,90,107,102,108,108,109,109,752774,1
17,7001,7000,86,107,86,107,86,107,86,89689,0
17,7001,7000,86,107,107,86,107,86,107,90205,0
17,7001,7000,86,107,107,86,107,86,107,88446,0
17,7001,7000,86,107,107,86,107,86,107,89993,0
17,7000,7001,94,94,94,94,94,94,1486,99957,0
17,7001,7000,102,108,108,109,109,111,108,571569,1
17,7001,7000,86,107,510,107,86,107,86,90409,0
17,7000,7001,108,107,107,107,107,107,107,98833,0
17,7001,7000,86,107,107,86,107,107,86,89572,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1348974,1
17,7001,7000,86,107,107,86,107,86,107,89907,0
17,7001,7000,102,107,108,108,108,108,108,98924,0
17,7001,7000,86,107,510,107,86,107,86,90331,0
17,7001,7000,102,107,108,108,108,108,109,106869,1
17,7001,7000,86,107,107,86,107,107,86,89861,0
17,7001,7000,86,107,510,107,86,107,86,90195,0
17,7001,7000,86,107,510,107,86,107,86,89708,0
17,7000,7001,108,108,107,107,107,107,107,97488,0
17,7000,7001,107,606,286,108,107,107,107,98275,0
17,7001,7000,86,107,107,86,107,86,107,89842,0
17,7000,7001,190,190,190,190,190,190,190,171884,1
17,7001,7000,86,107,510,107,86,107,86,89863,0
17,7001,7000,86,510,107,86,107,86,107,90195,0
17,7000,7001,190,190,190,1486,1486,150,1486,1288273,1
17,7001,7000,86,107,107,86,107,86,107,90224,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1341803,1
17,7001,7000,86,107,510,107,86,107,86,89800,0
17,7001,7000,86,107,86,107,86,107,86,89685,0
17,7001,7000,86,107,107,86,107,86,107,89664,0
17,7000,7001,190,190,1486,830,190,1486,830,1164060,1
17,7001,7000,86,107,118,107,110,107,94,1287249,1
17,7001,7000,107,102,107,86,107,86,107,96055,0
17,7001,7000,102,108,108,109,107,108,108,98050,0
17,7001,7000,86,107,102,108,108,107,86,97366,0
17,7001,7000,214,107,130,107,86,107,102,96436,0
17,7001,7000,86,107,86,107,86,107,86,89693,0
17,7001,7000,90,107,1486,1486,1486,1486,1486,1127003,1
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1001279,1
17,7001,7000,86,107,86,107,86,107,86,89641,0
17,7001,7000,86,107,510,107,86,107,86,90023,0
17,7001,7000,86,107,86,107,86,107,86,89578,0
17,7001,7000,102,107,108,108,108,108,108,98586,0
17,7000,7001,108,102,102,102,102,102,102,103407,1
17,7001,7000,86,107,107,86,107,86,107,89599,0
17,7001,7000,102,108,108,109,109,107,108,554880,1
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,956252,1
17,7001,7000,86,107,86,107,86,107,86,89662,0
17,7001,7000,86,107,107,86,510,107,86,89461,0
17,7001,7000,86,365,510,107,86,365,510,1300550,1
17,7001,7000,86,107,86,107,86,107,86,89492,0
17,7001,7000,86,107,86,107,86,107,86,89534,0
17,7000,7001,108,108,107,107,107,107,107,97194,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1002457,1
17,7001,7000,107,107,86,107,107,107,86,89007,0
17,7001,7000,86,107,107,86,107,86,107,89519,0
17,7000,7001,108,107,107,107,107,107,107,97087,0
17,7001,7000,86,357,510,107,86,107,86,90080,0
17,7001,7000,86,510,107,86,107,86,107,89809,0
17,7001,7000,86,107,107,86,107,86,107,89414,0
17,7001,7000,86,107,510,107,86,107,86,89393,0
17,7001,7000,86,107,86,107,86,107,86,89477,0
17,7001,7000,86,107,107,86,107,86,107,89880,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1313804,1
17,7000,7001,86,74,107,190,1486,830,190,1257606,1
17,7001,7000,86,107,86,107,86,107,86,89414,0
17,7001,7000,86,107,107,86,86,107,86,90067,0
17,7001,7000,86,510,107,86,107,86,107,89754,0
17,7001,7000,86,510,107,86,107,86,107,89692,0
17,7001,7000,86,107,107,86,107,1486,1486,1319103,1
17,7001,7000,86,107,86,107,86,107,86,89236,0
17,7000,7001,190,190,190,190,190,190,190,116456,1
17,7001,7000,86,107,510,107,86,107,86,89307,0
17,7001,7000,86,107,510,107,86,107,86,89723,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,940662,1
17,7001,7000,86,107,86,107,86,107,86,89070,0
17,7001,7000,86,107,510,107,86,107,86,89645,0
17,7001,7000,86,107,107,86,107,86,107,89213,0
17,7001,7000,86,107,86,107,86,107,86,88942,0
17,7001,7000,86,107,510,107,86,107,86,89530,0
17,7001,7000,86,107,510,107,86,107,86,89538,0
17,7001,7000,86,107,510,107,86,107,86,89538,0
17,7001,7000,86,365,510,107,134,107,110,1328738,1
17,7001,7000,126,107,126,1486,1486,1486,1486,1111606,1
17,7001,7000,86,107,86,107,86,107,86,88506,0
17,7001,7000,86,510,107,86,107,86,107,89423,0
17,7000,7001,286,178,108,107,107,107,107,232295,1
17,7001,7000,86,107,510,107,86,107,86,89855,0
17,7001,7000,86,107,86,107,86,107,86,87043,0
17,7001,7000,134,107,110,107,1486,1486,1486,1203702,1
17,7000,7001,190,190,190,190,190,212,190,1265429,1
17,7001,7000,86,107,107,102,107,102,108,96802,0
17,7001,7000,246,107,134,107,110,107,1486,1258220,1
17,7001,7000,1314,1314,1314,107,102,107,94,463639,1
17,7001,7000,86,510,107,86,107,86,107,89423,0
17,7001,7000,86,510,107,86,107,86,107,88986,0
17,7000,7001,286,178,108,107,107,107,107,97315,0
17,7001,7000,86,510,107,86,107,86,107,89345,0
17,7001,7000,86,107,107,86,107,86,107,88934,0
17,7001,7000,102,107,108,108,108,108,108,97831,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1332628,1
17,7001,7000,86,510,107,86,107,102,107,97645,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1333008,1
17,7001,7000,86,107,86,107,107,107,86,88651,0
17,7001,7003,90,86,107,107,90,107,90,89672,0
17,7001,7000,107,107,86,107,102,86,102,95659,0
17,7001,7000,86,365,510,107,134,107,110,1324280,1
17,7001,7000,86,510,107,86,107,86,107,88762,0
17,7001,7000,74,107,107,86,107,86,107,88716,0
17,7001,7000,102,108,108,109,109,111,108,548653,1
17,7001,7000,86,107,510,107,86,107,86,89173,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,1330144,1
17,7001,7000,86,107,86,107,86,107,86,88720,0
17,7001,7000,102,108,108,108,108,110,107,97600,0
17,7001,7000,86,365,510,107,102,108,108,149959,1
17,7000,7001,190,190,190,190,1486,1486,1486,1273181,1
17,7001,7000,86,107,107,86,107,86,107,88634,0
17,7001,7000,86,107,107,86,107,86,107,88642,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1318268,1
17,7001,7000,86,107,86,107,86,107,86,88663,0
17,7001,7000,86,107,107,86,107,86,107,88642,0
17,7001,7000,86,107,86,107,86,107,86,86730,0
17,7001,7000,86,107,86,107,86,107,86,88323,0
17,7001,7000,86,107,86,107,86,107,86,88703,0
17,7001,7000,86,510,107,86,107,86,107,88959,0
17,7001,7000,86,365,510,107,134,107,110,1299875,1
17,7001,7000,86,107,86,107,86,107,86,88556,0
17,7001,7000,102,107,94,107,102,107,94,611663,1
17,7001,7000,86,107,510,107,86,107,86,88389,0
17,7001,7000,86,107,107,86,107,86,107,88441,0
17,7001,7000,102,108,108,109,109,107,108,545043,1
17,7001,7000,86,107,107,86,107,86,107,88254,0
17,7000,7001,190,190,108,107,107,107,107,97501,0
17,7001,7000,86,107,86,107,86,107,86,88428,0
17,7000,7001,70,70,70,70,70,70,70,63532,0
17,7000,7001,190,178,190,198,190,190,190,100415,1
17,7001,7000,86,510,107,86,107,86,107,88865,0
17,7001,7000,86,107,86,107,86,107,86,88067,0
17,7001,7000,86,107,107,86,107,86,107,88420,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1288539,1
17,7001,7000,86,107,107,86,107,86,107,88758,0
17,7001,7000,86,107,86,107,86,107,86,88334,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1302083,1
17,7001,7000,107,86,107,107,86,107,107,86718,0
17,7001,7000,86,107,86,107,86,107,86,86489,0
17,7001,7000,86,107,86,107,86,107,86,88206,0
17,7001,7000,86,107,107,86,107,86,107,88256,0
17,7000,7001,86,74,107,190,1486,1486,1486,928860,1
17,7001,7000,107,107,86,86,107,86,86,94618,0
17,7001,7000,86,365,510,70,107,86,107,94925,0
17,7001,7000,86,107,107,86,107,86,107,88256,0
17,7001,7000,86,107,86,107,107,86,107,87845,0
17,7001,7000,86,107,86,107,86,107,86,88803,0
17,7001,7000,86,107,107,86,107,86,107,88259,0
17,7000,7001,190,190,190,190,190,190,190,667710,1
17,7001,7000,86,107,138,107,110,107,110,99981,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,974850,1
17,7001,7000,86,107,107,86,107,86,107,88141,0
17,7001,7000,86,107,86,107,86,107,86,88460,0
17,7001,7000,86,510,107,86,107,86,107,88968,0
17,7001,7000,86,510,107,86,107,86,107,88097,0
17,7000,7001,190,1486,830,190,190,190,190,439892,1
17,7001,7000,86,86,86,86,86,107,86,88361,0
17,7001,7000,86,107,107,86,107,86,107,88063,0
17,7001,7000,86,107,510,107,86,107,86,88147,0
17,7001,7000,86,107,86,107,86,107,86,87652,0
17,7000,7001,108,70,70,70,70,70,70,701212,1
17,7000,7001,74,107,107,78,102,102,102,552581,1
17,7000,7001,86,74,190,190,190,190,208,1095552,1
17,7001,7000,126,107,1486,1486,1486,1486,1486,1165875,1
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,982234,1
17,7001,7000,86,107,107,86,107,86,107,87948,0
17,7000,7001,190,190,190,190,190,190,190,168274,1
17,7001,7000,134,107,110,107,1486,1486,1486,1116037,1
17,7000,7001,108,107,107,107,107,107,107,96822,0
17,7001,7000,86,510,107,86,107,86,107,88351,0
17,7001,7000,86,107,107,86,86,107,86,87488,0
17,7001,7000,102,107,94,107,110,108,108,127627,1
17,7001,7000,86,107,107,86,107,86,107,87862,0
17,7001,7000,86,107,102,107,86,107,102,95921,0
17,7001,7000,126,107,134,107,110,107,1486,1201569,1
17,7001,7000,86,107,86,107,134,107,110,1135977,1
17,7001,7000,86,107,86,107,86,107,102,96203,0
17,7001,7000,86,107,86,107,86,107,86,87755,0
17,7001,7000,86,107,107,86,107,86,107,87352,0
17,7001,7000,86,107,107,102,108,108,108,98060,0
17,7000,7001,108,190,178,108,107,107,107,95350,0
17,7001,7000,86,107,510,107,86,107,86,88221,0
17,7002,7000,86,86,102,102,86,86,102,84078,0
17,7001,7000,86,107,107,86,107,86,107,87755,0
17,7001,7000,102,108,108,109,109,111,108,592908,1
17,7001,7000,86,107,107,86,510,107,86,88187,0
17,7001,7000,86,107,107,86,107,86,107,87331,0
17,7000,7001,1486,1486,1486,1486,678,190,1486,1145600,1
17,7001,7000,86,107,86,107,102,107,1486,1281853,1
17,7002,7000,86,86,102,102,86,86,102,83872,0
17,7001,7000,86,107,510,107,86,107,86,87625,0
17,7001,7000,86,107,510,107,86,107,86,88122,0
17,7001,7000,86,107,86,107,86,107,86,87461,0
17,7001,7000,86,107,86,107,86,107,86,87625,0
17,7001,7000,86,107,510,107,86,107,86,87986,0
17,7001,7000,86,107,107,86,107,86,107,87549,0
17,7001,7000,86,107,86,107,86,107,86,87499,0
17,7001,7000,86,107,107,86,107,86,107,88010,0
17,7001,7000,86,107,107,86,107,86,107,87507,0
17,7001,7000,86,107,510,107,86,107,86,87994,0
17,7000,7001,108,107,107,107,107,107,107,96033,0
17,7001,7000,86,510,107,86,107,86,107,87887,0
17,7001,7000,86,107,86,107,107,86,510,87526,0
17,7001,7000,86,107,107,86,107,86,107,87102,0
17,7001,7000,86,107,510,107,86,107,86,87793,0
17,7001,7000,86,107,107,86,107,86,107,87801,0
17,7001,7000,86,107,510,107,86,107,86,87801,0
17,7001,7000,86,107,86,107,86,107,86,87772,0
17,7001,7000,86,107,107,86,86,107,86,86584,0
17,7000,7001,108,190,215,190,190,1486,190,1180093,1
17,7000,7001,190,178,178,178,190,108,108,112265,1
17,7001,7000,86,107,107,86,107,86,107,87291,0
17,7001,7000,86,107,107,86,107,86,107,85803,0
17,7001,7000,86,107,107,86,107,86,107,86880,0
17,7001,7000,118,107,86,510,107,86,107,87726,0
17,7001,7000,86,107,510,107,86,107,86,87728,0
17,7000,7001,286,108,107,107,107,107,107,108921,1
17,7001,7000,86,107,107,86,107,86,107,87291,0
17,7001,7000,86,107,510,107,86,107,86,87707,0
17,7001,7000,86,107,107,86,107,107,86,85650,0
17,7000,7001,190,190,190,190,190,190,190,166944,1
17,7001,7000,86,107,107,86,107,86,107,87176,0
17,7001,7000,102,107,94,107,102,107,94,884081,1
17,7001,7000,86,107,86,107,86,107,86,90789,0
17,7001,7000,86,107,510,107,86,107,86,87184,0
17,7001,7000,86,107,86,107,86,107,86,87184,0
17,7001,7000,86,107,86,107,86,107,86,87184,0
17,7001,7000,86,107,86,107,86,107,86,87092,0
17,7001,7000,86,107,86,107,86,107,86,87608,0
17,7001,7000,86,107,86,107,86,107,86,87184,0
17,7001,7000,86,107,107,86,107,86,107,87218,0
17,7001,7000,86,107,86,107,86,107,86,87184,0
17,7001,7000,86,107,1486,1486,1486,1486,1486,1293658,1
17,7001,7000,86,107,510,107,86,107,86,87025,0
17,7001,7000,86,107,107,86,107,86,107,87090,0
17,7001,7000,86,107,86,107,86,107,86,87098,0
17,7001,7000,86,107,107,86,107,86,107,87077,0
17,7001,7000,102,108,108,108,108,108,108,94707,0
17,7001,7000,134,107,110,107,1486,1486,1486,937925,1
17,7001,7000,86,510,107,86,107,86,107,87472,0
17,7001,7000,86,107,510,107,86,107,86,87852,0
17,7001,7000,86,107,107,86,107,86,107,87436,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,930636,1
17,7000,7001,108,108,107,107,107,107,107,96556,0
17,7001,7000,86,107,86,107,86,107,86,86185,0
17,7001,7000,1486,1486,1486,1486,1486,1486,358,1223751,1
17,7001,7000,86,107,107,86,107,86,107,86523,0
17,7001,7000,86,107,86,107,86,107,86,86968,0
17,7001,7000,510,510,510,86,107,107,86,87617,0
17,7001,7000,86,510,70,108,108,108,108,93567,0
17,7001,7000,1486,1486,1486,1486,1486,1486,358,1085324,1
17,7001,7000,1486,107,1486,1486,1486,1486,1486,1277293,1
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1273716,1
17,7000,7001,86,74,107,190,1486,1486,1486,1046968,1
17,7000,7001,108,108,107,107,107,107,107,94090,0
17,7001,7000,86,107,107,86,107,102,108,87582,0
17,7001,7000,102,108,108,109,109,111,108,563421,1
17,7000,7001,108,286,108,107,107,107,107,123423,1
17,7001,7000,86,107,510,107,86,107,86,86977,0
17,7001,7000,86,107,86,107,86,107,86,86563,0
17,7000,7001,108,107,107,107,107,107,107,94847,0
17,7001,7000,86,107,86,107,86,107,86,86681,0
17,7001,7000,86,107,107,86,107,86,107,87029,0
17,7001,7000,102,108,108,109,109,111,108,588609,1
17,7001,7000,86,107,86,107,86,107,86,86265,0
17,7001,7000,86,107,107,86,107,86,107,86511,0
17,7000,7001,108,108,107,107,107,107,107,94382,0
17,7001,7000,86,510,107,86,107,86,107,87302,0
17,7001,7000,107,107,107,86,86,107,86,84809,0
17,7001,7000,86,107,86,107,86,107,86,85936,0
17,7001,7000,86,107,86,107,86,107,86,86404,0
17,7001,7000,86,510,107,86,107,86,107,86729,0
17,7001,7000,86,107,510,107,86,107,86,86742,0
17,7001,7000,1486,1486,1486,1486,1486,1486,1486,1279765,1
17,7001,7000,86,107,510,107,86,107,86,86721,0
17,7001,7000,86,107,107,107,107,86,107,85027,0
17,7000,7001,107,1486,1486,1486,1486,1486,1486,884124,1
17,7001,7000,86,107,86,107,86,107,86,85808,0
17,7000,7002,342,342,107,107,342,342,107,140619,1
17,7001,7000,107,107,86,107,86,107,86,84712,0
17,7000,7001,86,74,107,190,190,190,190,370955,1
17,7001,7000,86,107,86,107,86,107,86,85147,0
17,7001,7000,86,510,107,86,107,86,107,86232,0
17,7001,7000,86,107,510,107,86,107,86,86656,0
17,7001,7000,86,107,107,86,107,86,107,86282,0
17,7000,7002,342,342,107,107,86,86,107,138569,1
17,7001,7000,86,107,107,86,107,86,107,86345,0
17,7001,7000,86,107,510,107,86,107,86,86549,0
17,7001,7000,146,107,1486,1486,1486,1486,1486,1261388,1
17,7001,7000,86,365,510,107,102,108,108,815404,1
17,7001,7000,86,107,510,107,86,107,86,86536,0
17,7001,7000,86,107,107,86,107,86,107,86702,0
17,7001,7000,86,107,107,86,107,86,107,86062,0
17,7001,7000,86,107,107,86,107,86,107,86557,0
17,7001,7000,102,108,108,108,108,108,108,93966,0
17,7001,7000,86,107,86,107,86,107,86,86018,0
17,7001,7000,102,108,108,109,109,107,108,705389,1
17,7001,7000,86,107,86,107,86,107,86,86018,0
17,7001,7000,86,107,86,107,86,107,86,86018,0
17,7001,7000,86,107,107,86,107,86,107,85615,0
17,7001,7000,86,107,107,86,107,86,107,86110,0
17,7001,7000,86,107,86,107,86,107,86,85997,0
17,7001,7000,86,510,107,86,107,86,107,86866,0
17,7001,7000,86,107,510,86,107,86,107,85613,0
17,7001,7000,86,107,107,86,107,86,107,85623,0
17,7001,7000,86,107,86,107,86,107,86,86047,0
17,7001,7000,134,107,110,107,1486,1486,1486,1251551,1
17,7000,7001,190,190,190,190,190,190,190,165300,1
17,7001,7000,86,107,510,107,86,107,86,85487,0
17,7001,7000,86,107,510,107,86,107,86,86377,0
17,7001,7000,86,107,86,107,86,107,86,85495,0
17,7001,7000,86,107,107,86,107,86,107,85661,0
17,7001,7000,86,107,86,107,86,107,86,85825,0
17,7001,7000,86,107,510,107,86,107,86,86184,0
17,7001,7000,86,107,510,107,86,107,86,86257,0
17,7001,7000,86,107,86,107,86,107,86,85430,0
17,7001,7000,1486,1486,1486,1486,1486,1486,358,1149117,1
17,7001,7000,102,108,107,86,107,102,108,89982,0
17,7001,7000,86,510,107,86,107,86,107,86163,0
17,7001,7000,86,510,107,86,107,86,107,85772,0
17,7001,7000,86,107,86,107,86,107,86,85739,0
17,7001,7000,102,107,107,94,107,102,107,850064,1
17,7001,7000,86,107,510,107,86,107,86,86075,0
17,7001,7000,86,107,510,107,86,107,86,86467,0
17,7000,7001,178,286,108,107,107,107,107,162518,1
17,7001,7000,86,365,510,107,134,107,110,1275242,1
17,7001,7000,86,107,86,107,86,107,86,85533,0
17,7001,7000,86,107,510,107,86,107,86,85978,0
17,7001,7000,86,107,86,107,86,107,86,85546,0
17,7000,7001,108,107,107,107,107,107,107,92806,0
17,7001,7003,90,107,94,107,94,107,94,86728,0
17,7001,7000,126,1486,1486,1486,1486,1486,1486,994435,1
17,7001,7000,86,107,86,107,86,107,86,85533,0
17,7001,7000,150,107,107,1486,1486,1486,1486,1263120,1
17,7001,7000,86,107,107,86,107,86,107,85130,0
17,7001,7000,86,107,86,107,86,107,86,85439,0
17,7001,7000,86,107,86,107,86,107,86,85439,0
17,7000,7001,1486,1486,1486,1486,1486,1486,1486,934521,1
17,7001,7000,86,107,86,107,86,107,86,85057,0
